"","state_name","county_name","year","feature","unit","value","citation","comment"
"35","California","El Dorado",2018,"Property Line","Max tip-height Multiplier","3","El Dorado County Code § 130.37; §130.40.390",NA
"36","California","El Dorado",2018,"Sound","dBA","70","El Dorado County Code § 130.37; §130.40.390","55 Near Communities"
"37","California","Glenn",2021,"Structure","Meter","61","Glenn County Code § 15.860.030(G)","200 Feet from Residences off property"
"38","California","Kern",2018,"Height","Meter","182.88","Kern County Code § 19.64.140(G)","https://library.municode.com/ca/kern_county/codes/code_of_ordinances?nodeId=TIT19ZO_CH19.64WIENWECODI_19.64.140DESTCO"
"39","California","Kern",2018,"Property Line","Max tip-height Multiplier","2","Kern County Code § 19.64.140(F)","lesser of 2x max tip height or 500 feet to property line unless owned by same project developer if project is less than 40 acres in size"
"40","California","Kern",2018,"Property Line","Max tip-height Multiplier","1.5","Kern County Code § 19.64.140(F)","lesser of 1.5x max tip height or 500 feet to property line unless owned by same project developer if project is more than 40 acres in size"
"41","California","Kern",2018,"Structure","Max tip-height Multiplier","1.5","Kern County Code § 19.64.140(F)","Greater of 1.5x max tip height or 500 feet to offsite residences"
"42","California","Kern",2018,"Road","Max tip-height Multiplier","1","Kern County Code § 19.64.140(F)",NA
"43","California","Kern",2018,"Railroad","Max tip-height Multiplier","1","Kern County Code § 19.64.140(F)",NA
"44","California","Kern",2018,"Sound","dBA","50","Kern County Code § 19.64.140(J)","not to exceed 50dba at any time within 50 feet of church, school, hospital, or public library"
"45","California","Lassen",2021,"Sound","dBA","50","Lassen County Code § 18.108.280 (6)",NA
"46","California","Lassen",2021,"Structure","Meter","6","Lassen County Code § 18.108.280 (2)",NA
"47","California","Lassen",2021,"Height","Meter","33.299999999999997","Lassen County Code § 18.108.280(1)","Maximum Height of 100 feet without use permit"
"48","California","Lassen",2018,"Structure","Meter","3.6576000000000004","Lassen County Code § 18.108.280 (2)",NA
"49","California","Lassen",2021,"Property Line","Max tip-height Multiplier","1.25","Lassen County Code § 18.108.280 (2)",NA
"50","California","Los Angeles",2021,"Moratorium",NA,NA,"Los Angeles County Code § 22.140.510(C)(5)",NA
"51","California","Marin",2018,"Height","Meter","60","Marin County Code § 22.32.180(B)(5)",NA
"52","California","Marin",2018,"Sound","dBA","50","Marin County Code § 22.32.180(F)",NA
"53","California","Marin",2018,"Structure","Max tip-height Multiplier","2","Marin County Code § 22.32.180(B)(5)",NA
"54","California","Monterey",2018,"Road","Max tip-height Multiplier","5","Monterey County Code §21.64.120","5x height from public road or highway"
"55","California","Monterey",2021,"Height","Meter","60.96","Monterey County Code §21.64.120","Maximum Height of Wind Turbines is 200 feet unless otherwise oermitted"
"56","California","Monterey",2021,"Sound","dBA","65","Monterey County Code § 10.60.040","Nightime (9pm-7am) noise restriction of max 65 dBa"
"57","California","Monterey",2018,"Property Line","Max tip-height Multiplier","2","Monterey County Code §21.64.120",NA
"58","California","Monterey",2018,"Structure","Max tip-height Multiplier","1.25","Monterey County Code §21.64.120","1.25x height habitable structure"
"59","California","Riverside",2018,"Structure","Max tip-height Multiplier","3","Riverside County Code § 17.22.040",NA
"60","California","Riverside",2018,"Highway","Meter","305","Riverside County Code § 17.22.040",NA
"61","California","Riverside",2021,"Sound","dBA","55","Riverside County Code § 17.22.040",NA
"62","California","Riverside",2018,"Transmission","Max tip-height Multiplier","1.25","Riverside County Code § 17.22.040",NA
"63","California","Riverside",2018,"Road","Max tip-height Multiplier","1.25","Riverside County Code § 17.22.040",NA
"64","California","San Bernardino",2018,"Height","Meter","152.4","San Bernadino County Dev. Code § 84.29.030",NA
"65","California","San Bernardino",2018,"Structure","Max tip-height Multiplier","1.5","San Bernadino County Dev. Code § 84.29.030",NA
"66","California","San Bernardino",2018,"Property Line","Max tip-height Multiplier","2","San Bernadino County Dev. Code § 84.29.030","Setback of 2x max tip height if project is on less than 40 acres, waived if common property line is shared by project owner"
"67","California","San Bernardino",2018,"Property Line","Max tip-height Multiplier","1.5","San Bernadino County Dev. Code § 84.29.030","Setback of 1.5x max tip height if project is on more than 40 acres, waived if common property line is shared by project owner"
"68","California","San Diego",2022,"Minimum Lot Size","Acre","5","San Diego County Zoning Code § 6952",NA
"69","California","San Diego",2018,"Property Line","Max tip-height Multiplier","1.1000000000000001","San Diego County Zoning Code § 6952",NA
"70","California","San Diego",2018,"Road","Max tip-height Multiplier","1.1000000000000001","San Diego County Zoning Code § 6952",NA
"71","California","San Luis Obispo",2021,"Property Line","Max tip-height Multiplier","3","San Luis Obispo County Code § 22.32.060(b)","3x Max height setback"
"72","California","San Luis Obispo",2021,"Height","Meter","152","San Luis Obispo County Code § 22.32.060(c)","500 Feet max height (unless in rural agriculture zone)"
"73","California","San Luis Obispo",2021,"Sound","dBA","70/65","San Luis Obispo County Code § 22.32.060(d)(4); San Luis Obispo County Code 22.10.120(B)","70 dBa maximum daytime (7am-10pm), 65 dBa Nighttime (10pm-7am)"
"74","California","Santa Barbara",2018,"Structure","Max tip-height Multiplier","2","Santa Barbara Land Use Dev. Code § 35.57.050",NA
"75","California","Solano",2018,"Sound","dBA","50","Solano County Code § 28.80",NA
"76","California","Solano",2021,"Property Line","Max tip-height Multiplier","1.25","Solano County Code § 28.80",NA
"77","California","Sonoma",2021,"Height","Meter","24.3","Sonoma County Code § 26-88-208(d)","Max height 80' (requires use permit for more)"
"78","California","Sonoma",2021,"Structure","Max tip-height Multiplier","1","Sonoma County Code § 26-88-208(d)","Minimum setback of 100% the tower height to structure offsite"
"79","California","Tehama",2021,"Sound","dBA","50/45","Tehama County Code § 17.83.080","50 dBa Day time/ 45 dBa Nighttime"
"80","California","Yolo",2018,"Structure","Max tip-height Multiplier","3","Yolo County Code § 8-2.1103","Offsite residences"
"81","California","Yuba",2021,"Property Line","Max tip-height Multiplier","1.2","Yuba County Code § 12.140.020.E",NA
"82","California","Yuba",2021,"Transmission","Max tip-height Multiplier","1.2","Yuba County Code § 12.140.020.E",NA
"83","California","Marin",2021,"Property Line","Max tip-height Multiplier","2","Marin County Code § 22.32.180(B)(5)",NA
"84","California","Santa Clara",2021,"Property Line","Max tip-height Multiplier","1","Santa Clara County Code § 4.10.390","Setback equal to max tip height"
"85","California","Santa Cruz",2021,"Sound","dBA","60","Santa Cruz County Code 12.24.060",NA
"86","California","Santa Cruz",2021,"Property Line","Max tip-height Multiplier","1","Santa Cruz County Code 12.24.060(I)","Setback at least equal to max tip height"
"87","California","Solano",2021,"Structure","Meter","3","Solano County Code § 28.80","Ten foot setback from other structures on the property"
"88","California","Sonoma",2021,"Property Line","Max tip-height Multiplier","1","Sonoma County Code § 26-88-208(d)",NA
"89","California","Tehama",2021,"Structure","Meter","305","Tehama County Code § 17.83.070","1000 foot setback of offsite residences"
"90","California","Tehama",2021,"Property Line","Max tip-height Multiplier","1.2","Tehama County Code § 17.83.070(b)","1.2 multiplier in addition to underlying zoning regs"
"91","California","Yolo",2021,"Sound","dBA","45","Yolo County Code § 8-2.1103",NA
"92","California","Yolo",2021,"Property Line","Max tip-height Multiplier","2","Yolo County Code § 8-2.1103",NA
"93","California","Yolo",2021,"Structure","Max tip-height Multiplier","1.5","Yolo County Code § 8-2.1103","On site residences"
"94","California","Yuba",2021,"Road","Max tip-height Multiplier","1.2","Yuba County Code § 12.140.020.E",NA
"95","Colorado","Cheyenne",2018,"Structure","Max tip-height Multiplier","2","Cheyenne County Zoning Regs. § 5.305",NA
"96","Colorado","Cheyenne",2018,"Transmission","Max tip-height Multiplier","1.1000000000000001","Cheyenne County Zoning Regs. § 5.305",NA
"97","Colorado","Cheyenne",2018,"Road","Max tip-height Multiplier","1.1000000000000001","Cheyenne County Zoning Regs. § 5.305",NA
"98","Colorado","Cheyenne",2018,"Railroad","Max tip-height Multiplier","1.1000000000000001","Cheyenne County Zoning Regs. § 5.305",NA
"99","Colorado","Cheyenne",2018,"Highway","Meter","402.33","Cheyenne County Zoning Regs. § 5.305","Quarter mile minium setback to state scenic highways"
"100","Colorado","Clear Creek",2021,"Property Line","Max tip-height Multiplier","1","Clear Creek County Zoning Regulations § 1605.12",NA
"101","Colorado","El Paso",2021,"Structure","Max tip-height Multiplier","1.5","El Paso County Land Development Code 4.3.5",NA
"102","Colorado","El Paso",2021,"Road","Max tip-height Multiplier","1.5","El Paso County Land Development Code 4.3.5",NA
"103","Colorado","Elbert",2021,"Property Line","Max tip-height Multiplier","1 + 25 ft","Elbert County Zoning Regulations Art. 5 § 26",NA
"104","Colorado","Huerfano",2021,"Road","Max tip-height Multiplier","2","Huerfano County Zoning Regulations § 1",NA
"105","Colorado","Jefferson",2021,"Structure","Max tip-height Multiplier","1","Jefferson County § 18 D(2)(b)",NA
"106","Colorado","Kit Carson",2021,"Structure","Max tip-height Multiplier","2","Kit Carson County Land Use Code § 6-104 (B)(3)(b)",NA
"107","Colorado","Kit Carson",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Kit Carson County Land Use Code § 6-104 (B)(3)(b)",NA
"108","Colorado","Kit Carson",2021,"Highway","Max tip-height Multiplier","1.1000000000000001","Kit Carson County Land Use Code § 6-104 (B)(3)(b)",NA
"109","Colorado","Kit Carson",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Kit Carson County Land Use Code § 6-104 (B)(3)(b)",NA
"110","Colorado","Las Animas",2021,"Road","Max tip-height Multiplier","1.5","Las Animas County Land Use Regulations § 7-14(3)",NA
"111","Colorado","Las Animas",2021,"Property Line","Max tip-height Multiplier","1.5","Las Animas County Land Use Regulations § 7-14(3)",NA
"112","Colorado","Lincoln",2021,"Structure","Meter","304.8","Lincoln County Zoning Resolution 3-210 (F)(6)","if the structure is unoccupied, the setback will be 152.4 meters"
"113","Colorado","Lincoln",2021,"Road","Meter","152.4","Lincoln County Zoning Resolution 3-210 (F)(6)",NA
"114","Colorado","Lincoln",2021,"Property Line","Meter","152.4","Lincoln County Zoning Resolution 3-210 (F)(6)",NA
"115","Colorado","Lincoln",2021,"Sound","dBA","60/50","Lincoln County Zoning Resolution 3-210 (F)(7)","60 dBa daytime (7am to 7pm) 50 dBa nighttime (7pm to 7am)"
"116","Colorado","Logan",2021,"Property Line","Max tip-height Multiplier","1","Logan County Zoning Resolution § 3.302",NA
"117","Colorado","Routt",2021,"Property Line","Max tip-height Multiplier","1","Routt County Zoning Regulations § 8.20/21",NA
"118","Colorado","Routt",2021,"Structure","Max tip-height Multiplier","1","Routt County Zoning Regulations § 8.20/21",NA
"119","Colorado","Routt",2021,"Road","Max tip-height Multiplier","1","Routt County Zoning Regulations § 8.20/21",NA
"120","Colorado","San Miguel",2021,"Sound","dBA","55","San Miguel County Land Use Code § 5-319 H (III) (g)",NA
"121","Colorado","San Miguel",2021,"Property Line","Meter","60.96","San Miguel County Land Use Code § 5-319 H (III) (g)",NA
"122","Colorado","Sedgwick",2021,"Height","Meter","152.4","Sedgwick County § XII 12.1.3 (C)",NA
"123","Colorado","Sedgwick",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Sedgwick County § XII 12.1.3 (C)",NA
"124","Colorado","Sedgwick",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Sedgwick County § XII 12.1.3 (C)",NA
"125","Colorado","Sedgwick",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Sedgwick County § XII 12.1.3 (C)",NA
"126","Colorado","Sedgwick",2021,"Structure","Max tip-height Multiplier","1.1000000000000001","Sedgwick County § XII 12.1.3 (C)",NA
"127","Colorado","Washington",2022,"Property Line","Max tip-height Multiplier","1.5","Washington County Res. 95-2021 § 4(c)",NA
"128","Colorado","Washington",2022,"Structure","Meter","1609.34","Washington County Res. 95-2021 § 4(c)","1 mile setback to occupied buildings"
"129","Colorado","Washington",2022,"Sound","dBA","50","Washington County Res. 95-2021 § 4(c)",NA
"130","Colorado","Yuma",2018,"Transmission","Max tip-height Multiplier","2","Yuma County Land Use Code § 5-104(I)",NA
"131","Colorado","Yuma",2018,"Road","Max tip-height Multiplier","2","Yuma County Land Use Code § 5-104(I)",NA
"132","Colorado","Yuma",2018,"Structure","Max tip-height Multiplier","2","Yuma County Land Use Code § 5-104(I)","greater of 2x max tip height or 1000' to onsite inhabited structures or 2000' for offsite inhabited structures"
"133","Colorado","Yuma",2018,"Railroad","Max tip-height Multiplier","2","Yuma County Land Use Code § 5-104(I)",NA
"134","Colorado","Yuma",2018,"Property Line","Max tip-height Multiplier","2","Yuma County Land Use Code § 5-104(I)",NA
"135","Delaware","Sussex",2021,"Property Line","Max tip-height Multiplier","1","Sussex County Zoning Ch. 15",NA
"136","Delaware","Sussex",2021,"Minimum Lot Size","Acre","5","Sussex County Zoning Ch. 15",NA
"137","Florida","Bay",2021,"Property Line","Max tip-height Multiplier","1.5","Bay County Code § 3506(2)",NA
"138","Florida","Hillsborough",2021,"Property Line","Max tip-height Multiplier","1","Hillsborough County Code § 6.11.118(F)",NA
"139","Florida","Osceola",2021,"Water","Meter","76.2","Osceola County Code § 3.9(G)","250 foot setback"
"140","Florida","Palm Beach",2021,"Property Line","Max tip-height Multiplier","1.5","Palm Beach County Code 4.7(A)(9)","Minimum setback of 2 times tower height if located adjacent to residential or conservation parcel or 1.5 times if not"
"141","Florida","Palm Beach",2021,"Structure","Max tip-height Multiplier","1.1000000000000001","Palm Beach County Code 4.7(A)(9)","Onsite structures (i.e. utility sheds, not including power lines)"
"142","Florida","Osceola",2021,"Sound","dBA","55/45","Osceola County Code § 3.9(G)","55 dBa daytime (7am to sunset) 45 dBa nighttime (Sunset to 7am"
"143","Florida","Palm Beach",2021,"Road","Max tip-height Multiplier","2.5","Palm Beach County Code 4.7(A)(9)",NA
"144","Florida","Palm Beach",2021,"Structure","Max tip-height Multiplier","2.5","Palm Beach County Code 4.7(A)(9)","Habitable buildings on and offsite"
"145","Florida","Pinellas",2021,"Property Line","Max tip-height Multiplier","1","Pinellas County Code § 138-3326",NA
"146","Georgia","Burke",2021,"Road","Max tip-height Multiplier","2.5","Burke County Code of Ordinances § 26-4.03.26",NA
"147","Georgia","Burke",2021,"Structure","Max tip-height Multiplier","2.5","Burke County Code of Ordinances § 26-4.03.26",NA
"148","Georgia","Burke",2021,"Sound","dBA","55","Burke County Code of Ordinances § 26-4.03.26",NA
"149","Idaho","Bannock",2022,"Transmission","Max tip-height Multiplier","1","Bannock County Zoning Ordinance § 451",NA
"150","Idaho","Bannock",2022,"Structure","Max tip-height Multiplier","3","Bannock County Zoning Ordinance § 451",NA
"151","Idaho","Bannock",2022,"Property Line","Max tip-height Multiplier","1.5","Bannock County Zoning Ordinance § 451",NA
"152","Idaho","Bannock",2022,"Road","Max tip-height Multiplier","1","Bannock County Zoning Ordinance § 451",NA
"153","Idaho","Bannock",2022,"Density","Max tip-height Multiplier","1.5","Bannock County Zoning Ordinance § 451",NA
"154","Idaho","Bingham",2022,"Transmission","Max tip-height Multiplier","1.5","Bingham County Zoning Ordinance § 7.43.1",NA
"155","Idaho","Bingham",2022,"Road","Max tip-height Multiplier","1.5","Bingham County Zoning Ordinance § 7.43.1",NA
"156","Idaho","Bingham",2022,"Structure","Max tip-height Multiplier","3","Bingham County Zoning Ordinance § 7.43.1",NA
"157","Idaho","Caribou",2022,"Moratorium",NA,NA,"Caribou County Zoning Ord. § 12.37.03(B)",NA
"158","Idaho","Cassia",2022,"Property Line","Max tip-height Multiplier","1.5","Cassia County Chapter 9",NA
"159","Idaho","Clark",2022,"Property Line","Max tip-height Multiplier","1.5","Clark County Zoning Ordinances Chapter 9 § 4",NA
"160","Idaho","Clark",2022,"Structure","Meter","1609.34","Clark County Zoning Ordinances Chapter 9 § 4",NA
"161","Idaho","Fremont",2022,"Moratorium",NA,NA,"Fremont County Zoning Ordinance §1.04.010",NA
"162","Illinois","Adams",2021,"Structure","Meter","402.3","Adams County Code § 5-6-7(f)","Primary Structures offsite"
"163","Illinois","Adams",2021,"Height","Meter","167.64","Adams County Code § 5-6-7(j)","Max tower height 550 feet"
"164","Illinois","Adams",2021,"Property Line","Max tip-height Multiplier","1.5","Adams County Code § 5-6-7(f)",NA
"165","Illinois","Adams",2021,"Structure","Max tip-height Multiplier","1.1000000000000001","Adams County Code § 5-6-7(f)","Primary structure onsite"
"166","Illinois","Adams",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Adams County Code § 5-6-7(f)",NA
"167","Illinois","Adams",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Adams County Code § 5-6-7(f)",NA
"168","Illinois","Boone",2021,"Road","Max tip-height Multiplier","2","Boone County Ord. § 4.6.8(H)",NA
"169","Illinois","Boone",2021,"Transmission","Max tip-height Multiplier","2","Boone County Ord. § 4.6.8(H)",NA
"170","Illinois","Boone",2021,"Property Line","Meter","750","Boone County Ord. § 4.6.8(H)","Setback is the greater of 2460 feet or 5.5 x the max tip height"
"171","Illinois","Boone",2021,"Structure","Meter","457","Boone County Ord. § 4.6.8(H)","Setback from structures greater of 1500 feet or 3.0 x the max tip height"
"172","Illinois","Bureau",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Bureau County Ord. § 3.41-4(s)(2)(a)",NA
"173","Illinois","Bureau",2021,"Structure","Max tip-height Multiplier","1.1000000000000001","Bureau County Ord. § 3.41-4(s)(2)(a)",NA
"174","Illinois","Bureau",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Bureau County Ord. § 3.41-4(s)(2)(a)",NA
"175","Illinois","Carroll",2018,"Structure","Max tip-height Multiplier","3.1","Carroll County Zoning Code § 700-5.06",NA
"176","Illinois","Carroll",2018,"Transmission","Max tip-height Multiplier","1.25","Carroll County Zoning Code § 700-5.06",NA
"177","Illinois","Carroll",2018,"Road","Max tip-height Multiplier","1.1000000000000001","Carroll County Zoning Code § 700-5.06",NA
"178","Illinois","Carroll",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Carroll County Zoning Code § 700-5.06",NA
"179","Illinois","Champaign",2021,"Road","Max tip-height Multiplier","1.5","Champaign County Ord. § 6.1.4(C)(5)",NA
"180","Illinois","Champaign",2021,"Height","Meter","152","Champaign County Ord. § 6.1.4(D)(5)",NA
"181","Illinois","Champaign",2021,"Structure","Meter","305","Champaign County Ord. § 6.1.4(C)(1)","1000 foot setback from onsite structures"
"182","Illinois","Champaign",2021,"Property Line","Max tip-height Multiplier","1.5","Champaign County Ord. § 6.1.4(C)(6)",NA
"183","Illinois","Christian",2021,"Structure","Meter","990","Christian County Ord. 0200 ZN 004","Greater of 3250 feet or 5.0 x max tip height"
"184","Illinois","Christian",2021,"Property Line","Meter","500","Christian County Ord. 0200 ZN 004","Greater of 1640 feet or 3 x Max tip height"
"185","Illinois","Christian",2021,"Height","Meter","201","Christian County Ord. 0200 ZN 004","Max tower height 660 feet"
"186","Illinois","Christian",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Christian County Ord. 0200 ZN 004",NA
"187","Illinois","Christian",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Christian County Ord. 0200 ZN 004",NA
"188","Illinois","Coles",2018,"Road","Max tip-height Multiplier","1.1000000000000001","Coles County Wind Energy Conversion System Ord. § 6",NA
"189","Illinois","Coles",2018,"Transmission","Max tip-height Multiplier","1.1000000000000001","Coles County Wind Energy Conversion System Ord. § 6",NA
"190","Illinois","DeKalb",2021,"Property Line","Max tip-height Multiplier","6","DeKalb County Code § 53-E-12B(7)(h)",NA
"191","Illinois","DeKalb",2021,"Road","Max tip-height Multiplier","2","DeKalb County Code § 53-E-12B(7)(h)",NA
"192","Illinois","DeKalb",2021,"Transmission","Max tip-height Multiplier","2","DeKalb County Code § 53-E-12B(7)(h)",NA
"193","Illinois","DeKalb",2021,"Height","Meter","152","DeKalb County Code § 53-E-12B(7)(i)","Max height 500 feet"
"194","Illinois","DeKalb",2021,"Sound","dBA","50","DeKalb County Code § 53-E-12B(9)(b)",NA
"195","Illinois","DeWitt",2021,"Structure","Meter","610","DeWitt County Code § 153.27(B)","2000 Foot setback"
"196","Illinois","DeWitt",2021,"Transmission","Max tip-height Multiplier","1","DeWitt County Code § 153.27(B)",NA
"197","Illinois","Ford",2021,"Height","Meter","152","Ford County Ord. 18-10",NA
"198","Illinois","Ford",2021,"Structure","Meter","685.8","Ford County Ord. 18-10","2250 foot setback"
"199","Illinois","Ford",2021,"Sound","dBA","40","Ford County Ord. 18-10","Nighttime (9pm-6am) max of 40dB"
"200","Illinois","Ford",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Ford County Ord. 18-10",NA
"201","Illinois","Ford",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Ford County Ord. 18-10",NA
"202","Illinois","Grundy",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Grundy County Code § 8-2-5-34",NA
"203","Illinois","Iroquois",2021,"Property Line","Meter","305","Iroquois County Ord. (IV)(H)",NA
"204","Illinois","Iroquois",2021,"Structure","Meter","305","Iroquois County Ord. (IV)(H)",NA
"205","Illinois","Jo Daviess",2021,"Structure","Meter","427","Jo Daviess County Code § 8-5B-40(E)","1400 foot setback"
"206","Illinois","Jo Daviess",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Jo Daviess County Code § 8-5B-40(E)",NA
"207","Illinois","Kankakee",2018,"Height","Meter","213.05500000000001","Kankakee Code Ords. § 121-295",NA
"208","Illinois","Kankakee",2018,"Structure","Meter","365.76","Kankakee Code Ords. § 121-295",NA
"209","Illinois","Kankakee",2018,"River","Meter","3218.68","Kankakee Code Ords. § 121-295",NA
"210","Illinois","Kankakee",2018,"River","Meter","3218.68","Kankakee Code Ords. § 121-295",NA
"211","Illinois","Kankakee",2021,"Property Line","Max tip-height Multiplier","1.1000000000000001","Kankakee Code Ords. § 121-295",NA
"212","Illinois","Kankakee",2018,"Transmission","Max tip-height Multiplier","1.1000000000000001","Kankakee Code Ords. § 121-295",NA
"213","Illinois","Kankakee",2018,"Road","Max tip-height Multiplier","1.1000000000000001","Kankakee Code Ords. § 121-295",NA
"214","Illinois","Kendall",2021,"Property Line","Max Tip-height Multiplier","1.1000000000000001","Kendall County Code § 7(D)(57)(b)",NA
"215","Illinois","Lee",2018,"Road","Meter","106.68","Lee County Wind Energy Conversion Systems Ord. § 4",NA
"216","Illinois","Lee",2018,"Railroad","Meter","106.68","Lee County Wind Energy Conversion Systems Ord. § 4",NA
"217","Illinois","Lee",2018,"Transmission","Meter","106.68","Lee County Wind Energy Conversion Systems Ord. § 4",NA
"218","Illinois","Livingston",2021,"Property Line","Meter","500","Livingston County Code § 56-618(h)","1640 foot setback"
"219","Illinois","Livingston",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Livingston County Code § 56-618(h)",NA
"220","Illinois","Logan",2021,"Transmission","Max tip-height Multiplier","1.1000000000000001","Logan County Ord. Appx. E(v)(I)",NA
"221","Illinois","Logan",2021,"Height","Meter","228.6","Logan County Ord. Appx. E(v)(I)","750 foot max height"
"222","Illinois","Logan",2021,"Road","Max tip-height Multiplier","1.1000000000000001","Logan County Ord. Appx. E(v)(I)",NA
"223","Illinois","Macon",2021,"Structure","Meter","305","Macon County Code § 153.031(A)","1000 foot setback for offsite residences"
"224","Illinois","Marshall",2021,"Structure","Meter","457","Marshall County Ord. § 4.22.5","Greater of 1500 feet or 3 x max tip height"
"225","Illinois","Mason",2018,"Height","Meter","182.88","Mason County Wind Energy Conversion Systems Ord. § 6",NA
"226","Illinois","Mason",2018,"Structure","Max tip-height Multiplier","1.1000000000000001","Mason County Wind Energy Conversion Systems Ord. § 6",NA
"227","Illinois","Mason",2018,"Road","Max tip-height Multiplier","1.1000000000000001","Mason County Wind Energy Conversion Systems Ord. § 6",NA
